Dia/Sem;Dia;Local;Categoria;Dispositivo;Receita de produto;Receita de frete;Despesa de Frete;Qtd de pedidos;%Margem do produto;
Seg;20/fev;Região III;D;2;47.683;1.154;3.174;42;0%;
Ter;21/fev;Região III;D;2;41.125;711;3.300;39;1%;
Qua;22/fev;Região III;D;2;121.502;82;8.898;104;3%;
Qui;23/fev;Região III;D;2;123.787;264;10.234;104;3%;
Sex;24/fev;Região III;D;2;135.894;89;10.473;116;3%;
Sáb;25/fev;Região III;D;2;141.025;399;9.300;108;1%;
Dom;26/fev;Região III;D;2;97.786;167;6.689;77;2%;
Seg;27/fev;Região III;D;2;93.555;348;8.424;100;2%;
Ter;28/fev;Região III;D;2;116.803;54;10.115;108;0%;
Qua;01/mar;Região III;D;2;117.183;82;8.701;96;0%;
Qui;02/mar;Região III;D;2;158.198;82;11.094;135;2%;
Sex;03/mar;Região III;D;2;188.919;385;15.200;173;2%;
Sáb;04/mar;Região III;D;2;124.492;142;9.430;96;0%;
Dom;05/mar;Região III;D;2;91.002;0;6.670;73;1%;
Seg;06/mar;Região III;D;2;143.102;334;9.997;112;6%;
Ter;07/mar;Região III;D;2;121.534;0;8.458;96;5%;
Qua;08/mar;Região III;D;2;98.189;348;8.482;92;5%;
Qui;09/mar;Região III;D;2;109.035;166;7.942;89;4%;
Sex;10/mar;Região III;D;2;85.406;167;8.441;81;5%;
Sáb;11/mar;Região III;D;2;107.718;82;8.120;100;5%;
Dom;12/mar;Região III;D;2;94.589;167;6.731;77;6%;
Seg;13/mar;Região III;D;2;110.334;166;9.630;96;7%;
Qui;05/jan;Região IV;D;2;4.259;85;183;4;7%;
Sex;06/jan;Região IV;D;2;0;0;0;0;0%;
Sáb;07/jan;Região IV;D;2;31.347;440;1.497;23;3%;
Dom;08/jan;Região IV;D;2;852;85;199;4;-14%;
Seg;09/jan;Região IV;D;2;10.052;187;626;12;5%;
Ter;10/jan;Região IV;D;2;14.130;358;661;12;-1%;
Qua;11/jan;Região IV;D;2;7.184;99;251;8;3%;
Qui;12/jan;Região IV;D;2;0;0;0;0;0%;
Sex;13/jan;Região IV;D;2;22.085;352;996;15;5%;
Sáb;14/jan;Região IV;D;2;5.111;85;322;4;2%;
Dom;15/jan;Região IV;D;2;8.294;240;469;12;8%;
Seg;16/jan;Região IV;D;2;5.154;91;292;4;10%;
Ter;17/jan;Região IV;D;2;14.817;169;445;8;-2%;
Qua;18/jan;Região IV;D;2;0;0;0;0;0%;
Qui;19/jan;Região IV;D;2;3.691;103;84;4;4%;
Sex;20/jan;Região IV;D;2;0;0;0;0;0%;
Sáb;21/jan;Região IV;D;2;0;0;0;0;0%;
Dom;22/jan;Região IV;D;2;9.345;170;343;8;-4%;
Seg;23/jan;Região IV;D;2;12.657;170;515;8;-2%;
Ter;24/jan;Região IV;D;2;16.135;380;667;12;-17%;
Qua;25/jan;Região IV;D;2;15.752;340;638;12;-3%;
Qui;26/jan;Região IV;D;2;35.197;666;1.511;27;-9%;
Sex;27/jan;Região IV;D;2;840;84;194;4;-16%;
Sáb;28/jan;Região IV;D;2;28.554;656;1.416;19;-1%;
Dom;29/jan;Região IV;D;2;21.338;255;716;8;3%;
Seg;30/jan;Região IV;D;2;15.725;254;654;12;-1%;
Ter;31/jan;Região IV;D;2;19.587;267;731;12;-6%;
Qua;01/fev;Região IV;D;2;10.506;170;544;8;3%;
Qui;02/fev;Região IV;D;2;11.926;170;692;8;-3%;
Sex;03/fev;Região IV;D;2;16.363;607;943;12;0%;
Sáb;04/fev;Região IV;D;2;4.827;85;249;4;3%;
Dom;05/fev;Região IV;D;2;6.474;85;194;4;5%;
Seg;06/fev;Região IV;D;2;2.921;85;149;4;-18%;
Ter;07/fev;Região IV;D;2;3.390;170;131;4;5%;
Qua;08/fev;Região IV;D;2;18.216;346;819;15;1%;
Qui;09/fev;Região IV;D;2;21.182;255;1.066;15;2%;
Sex;10/fev;Região IV;D;2;6.973;91;240;4;12%;
Sáb;11/fev;Região IV;D;2;0;0;0;0;0%;
Dom;12/fev;Região IV;D;2;3.975;170;226;8;7%;
Seg;13/fev;Região IV;D;2;9.805;254;548;12;-5%;
Ter;14/fev;Região IV;D;2;10.505;255;1.181;12;7%;
Qua;15/fev;Região IV;D;2;47.003;862;1.949;31;4%;
Qui;16/fev;Região IV;D;2;35.443;397;1.182;19;5%;
Sex;17/fev;Região IV;D;2;6.578;169;539;8;2%;
Sáb;18/fev;Região IV;D;2;13.367;261;658;12;7%;
Dom;19/fev;Região IV;D;2;12.886;182;486;8;7%;
Seg;20/fev;Região IV;D;2;6.474;170;670;8;5%;
Ter;21/fev;Região IV;D;2;23.355;85;948;15;6%;
Qua;22/fev;Região IV;D;2;24.051;0;1.238;27;2%;
Qui;23/fev;Região IV;D;2;33.672;85;1.973;35;0%;
Sex;24/fev;Região IV;D;2;20.633;0;1.020;23;6%;
Sáb;25/fev;Região IV;D;2;38.493;0;1.452;31;6%;
Dom;26/fev;Região IV;D;2;20.028;0;775;31;3%;
Seg;27/fev;Região IV;D;2;47.426;0;3.170;39;7%;
Ter;28/fev;Região IV;D;2;22.439;0;915;15;1%;
Qua;01/mar;Região IV;D;2;50.355;0;2.546;65;5%;
Qui;02/mar;Região IV;D;2;45.913;170;2.002;35;1%;
Sex;03/mar;Região IV;D;2;69.396;0;3.351;50;1%;
Sáb;04/mar;Região IV;D;2;27.980;181;1.644;31;0%;
Dom;05/mar;Região IV;D;2;22.481;0;1.328;31;7%;
Seg;06/mar;Região IV;D;2;39.579;170;1.628;31;6%;
Ter;07/mar;Região IV;D;2;49.627;84;2.922;54;6%;
Qua;08/mar;Região IV;D;2;33.183;0;1.899;31;7%;
Qui;09/mar;Região IV;D;2;19.838;0;1.007;15;8%;
Sex;10/mar;Região IV;D;2;31.389;0;1.588;35;7%;
Sáb;11/mar;Região IV;D;2;18.939;0;1.021;15;8%;
Dom;12/mar;Região IV;D;2;19.766;0;883;15;10%;
Seg;13/mar;Região IV;D;2;22.132;0;1.150;31;8%;
Qui;05/jan;Região V;D;2;5.963;199;415;4;-5%;
Sex;06/jan;Região V;D;2;12.803;369;892;8;6%;
Sáb;07/jan;Região V;D;2;0;0;0;0;0%;
Dom;08/jan;Região V;D;2;5.963;184;521;4;6%;
Seg;09/jan;Região V;D;2;0;0;0;0;0%;
Ter;10/jan;Região V;D;2;9.654;369;806;8;1%;
Qua;11/jan;Região V;D;2;0;0;0;0;0%;
Qui;12/jan;Região V;D;2;24.637;682;1.165;15;0%;
Sex;13/jan;Região V;D;2;23.957;878;1.440;15;-4%;
Sáb;14/jan;Região V;D;2;5.253;184;513;4;5%;
Dom;15/jan;Região V;D;2;26.955;995;2.553;23;4%;
Seg;16/jan;Região V;D;2;13.061;369;1.032;8;4%;
Ter;17/jan;Região V;D;2;0;0;0;0;0%;
Qua;18/jan;Região V;D;2;5.182;182;390;4;3%;
Qui;19/jan;Região V;D;2;0;0;0;0;0%;
Sex;20/jan;Região V;D;2;3.123;199;301;4;4%;
Sáb;21/jan;Região V;D;2;7.915;197;657;4;0%;
Dom;22/jan;Região V;D;2;6.957;326;288;4;4%;
Seg;23/jan;Região V;D;2;12.432;381;1.099;23;1%;
Ter;24/jan;Região V;D;2;20.018;553;1.189;12;0%;
Qua;25/jan;Região V;D;2;5.349;184;277;4;-38%;
Qui;26/jan;Região V;D;2;7.950;369;1.068;8;-7%;
Sex;27/jan;Região V;D;2;0;0;0;0;0%;
Sáb;28/jan;Região V;D;2;0;0;0;0;0%;
Dom;29/jan;Região V;D;2;19.724;893;1.174;15;-17%;
Seg;30/jan;Região V;D;2;17.661;738;1.838;15;0%;
Ter;31/jan;Região V;D;2;4.969;184;406;4;6%;
Qua;01/fev;Região V;D;2;8.234;369;488;8;-6%;
Qui;02/fev;Região V;D;2;11.311;368;827;8;-4%;
Sex;03/fev;Região V;D;2;10.901;506;743;8;-8%;
Sáb;04/fev;Região V;D;2;0;0;0;0;0%;
Dom;05/fev;Região V;D;2;5.125;397;613;8;1%;
Seg;06/fev;Região V;D;2;5.111;184;408;4;6%;
Ter;07/fev;Região V;D;2;15.638;695;1.229;12;8%;
Qua;08/fev;Região V;D;2;20.203;1.018;1.146;15;-2%;
Qui;09/fev;Região V;D;2;14.194;891;1.348;15;-3%;
Sex;10/fev;Região V;D;2;8.620;382;610;8;6%;
Sáb;11/fev;Região V;D;2;22.261;735;1.582;27;7%;
Dom;12/fev;Região V;D;2;10.930;366;802;8;5%;
Seg;13/fev;Região V;D;2;0;0;0;0;0%;
Ter;14/fev;Região V;D;2;7.610;383;786;8;3%;
Qua;15/fev;Região V;D;2;11.443;369;701;8;4%;
Qui;16/fev;Região V;D;2;5.602;182;320;4;18%;
Sex;17/fev;Região V;D;2;13.561;562;1.353;12;0%;
Sáb;18/fev;Região V;D;2;30.563;917;2.045;19;4%;
Dom;19/fev;Região V;D;2;4.259;199;334;4;4%;
Seg;20/fev;Região V;D;2;0;0;0;0;0%;
Ter;21/fev;Região V;D;2;11.515;0;1.259;12;2%;
Qua;22/fev;Região V;D;2;15.901;0;1.432;12;1%;
Qui;23/fev;Região V;D;2;23.941;0;2.460;27;1%;
Sex;24/fev;Região V;D;2;19.737;184;1.373;15;3%;
Sáb;25/fev;Região V;D;2;24.068;0;1.957;23;1%;
Dom;26/fev;Região V;D;2;23.581;0;1.142;15;-1%;
Seg;27/fev;Região V;D;2;34.355;0;2.811;39;3%;
Ter;28/fev;Região V;D;2;47.638;0;2.845;35;0%;
Qua;01/mar;Região V;D;2;19.231;0;2.115;23;2%;
Qui;02/mar;Região V;D;2;17.374;0;1.875;19;8%;
Sex;03/mar;Região V;D;2;56.033;0;4.710;62;-2%;
Sáb;04/mar;Região V;D;2;41.473;0;3.138;39;0%;
Dom;05/mar;Região V;D;2;51.559;0;2.977;50;-3%;
Seg;06/mar;Região V;D;2;35.797;0;2.706;31;0%;
Ter;07/mar;Região V;D;2;60.596;323;4.315;54;5%;
Qua;08/mar;Região V;D;2;63.677;184;4.498;54;4%;
Qui;09/mar;Região V;D;2;81.949;0;5.961;69;5%;
Sex;10/mar;Região V;D;2;34.466;0;2.232;27;5%;
Sáb;11/mar;Região V;D;2;18.892;0;1.404;19;5%;
Dom;12/mar;Região V;D;2;45.818;0;2.668;35;5%;
Seg;13/mar;Região V;D;2;51.628;0;4.551;46;5%;
Qui;05/jan;região I;D;3;122.840;2.940;4.825;127;6%;
Sex;06/jan;região I;D;3;153.856;2.789;5.862;169;1%;
Sáb;07/jan;região I;D;3;233.819;3.969;8.614;231;2%;
Dom;08/jan;região I;D;3;178.754;3.602;7.982;185;1%;
Seg;09/jan;região I;D;3;283.598;4.628;9.714;281;0%;
Ter;10/jan;região I;D;3;408.130;6.618;11.905;339;2%;
Qua;11/jan;região I;D;3;306.250;5.177;12.222;266;5%;
Qui;12/jan;região I;D;3;403.307;6.092;12.551;335;-1%;
Sex;13/jan;região I;D;3;301.903;4.897;8.460;227;2%;
Sáb;14/jan;região I;D;3;179.356;2.908;6.156;185;10%;
Dom;15/jan;região I;D;3;143.649;2.375;5.540;116;7%;
Seg;16/jan;região I;D;3;171.109;2.849;5.258;135;5%;
Ter;17/jan;região I;D;3;197.681;3.310;8.029;177;9%;
Qua;18/jan;região I;D;3;150.490;2.523;5.835;142;7%;
Qui;19/jan;região I;D;3;223.528;3.294;8.156;216;3%;
Sex;20/jan;região I;D;3;207.290;3.200;6.248;162;6%;
Sáb;21/jan;região I;D;3;246.034;4.005;9.527;204;0%;
Dom;22/jan;região I;D;3;178.647;3.167;6.733;146;1%;
Seg;23/jan;região I;D;3;188.546;3.748;7.328;169;2%;
Ter;24/jan;região I;D;3;237.404;4.503;7.934;212;-5%;
Qua;25/jan;região I;D;3;305.294;4.618;9.511;262;-1%;
Qui;26/jan;região I;D;3;434.071;6.459;14.394;373;0%;
Sex;27/jan;região I;D;3;343.253;5.929;11.199;289;-2%;
Sáb;28/jan;região I;D;3;311.688;4.604;10.389;231;1%;
Dom;29/jan;região I;D;3;258.878;3.689;7.744;196;-5%;
Seg;30/jan;região I;D;3;217.751;3.509;7.396;173;-1%;
Ter;31/jan;região I;D;3;305.538;4.970;9.752;293;-1%;
Qua;01/fev;região I;D;3;406.308;6.411;13.503;377;-2%;
Qui;02/fev;região I;D;3;373.894;5.697;13.302;296;-3%;
Sex;03/fev;região I;D;3;362.743;5.347;11.037;277;-1%;
Sáb;04/fev;região I;D;3;123.851;2.323;4.938;158;10%;
Dom;05/fev;região I;D;3;206.903;3.023;6.066;166;8%;
Seg;06/fev;região I;D;3;200.903;3.669;7.022;181;7%;
Ter;07/fev;região I;D;3;233.764;3.542;8.072;212;5%;
Qua;08/fev;região I;D;3;424.224;6.810;14.687;389;5%;
Qui;09/fev;região I;D;3;215.442;3.033;7.902;158;7%;
Sex;10/fev;região I;D;3;178.076;2.818;6.069;146;8%;
Sáb;11/fev;região I;D;3;129.941;1.871;4.720;104;8%;
Dom;12/fev;região I;D;3;150.295;2.285;6.073;139;8%;
Seg;13/fev;região I;D;3;198.518;2.772;6.013;150;8%;
Ter;14/fev;região I;D;3;267.637;4.437;9.773;243;7%;
Qua;15/fev;região I;D;3;294.407;5.169;9.718;285;4%;
Qui;16/fev;região I;D;3;315.733;4.424;10.431;239;5%;
Sex;17/fev;região I;D;3;233.414;3.411;7.988;200;5%;
Sáb;18/fev;região I;D;3;188.778;3.250;5.430;169;3%;
Dom;19/fev;região I;D;3;242.555;2.946;8.568;169;6%;
Seg;20/fev;região I;D;3;229.999;4.180;8.109;204;6%;
Ter;21/fev;região I;D;3;251.833;4.146;8.382;216;5%;
Qua;22/fev;região I;D;3;320.758;5.006;10.050;250;5%;
Qui;23/fev;região I;D;3;216.028;3.454;7.425;204;5%;
Sex;24/fev;região I;D;3;215.638;3.011;7.619;166;6%;
Sáb;25/fev;região I;D;3;207.751;3.354;7.221;181;6%;
Dom;26/fev;região I;D;3;192.643;2.761;6.912;142;7%;
Seg;27/fev;região I;D;3;209.448;3.171;6.355;169;5%;
Ter;28/fev;região I;D;3;227.129;3.687;7.349;189;6%;
Qua;01/mar;região I;D;3;194.298;3.047;6.172;150;6%;
Qui;02/mar;região I;D;3;278.973;3.981;10.594;216;6%;
Sex;03/mar;região I;D;3;254.518;3.849;9.393;200;4%;
Sáb;04/mar;região I;D;3;290.832;4.130;11.298;243;6%;
Dom;05/mar;região I;D;3;184.340;3.227;6.695;166;6%;
Seg;06/mar;região I;D;3;208.029;3.682;7.616;204;6%;
Ter;07/mar;região I;D;3;240.049;4.072;8.229;200;10%;
Qua;08/mar;região I;D;3;199.614;3.557;7.848;162;9%;
Qui;09/mar;região I;D;3;131.588;2.620;4.890;131;10%;
Sex;10/mar;região I;D;3;177.756;2.452;5.784;135;8%;
Sáb;11/mar;região I;D;3;146.700;2.575;5.788;146;10%;
Dom;12/mar;região I;D;3;170.923;2.614;6.077;135;8%;
Seg;13/mar;região I;D;3;248.211;3.829;9.383;212;9%;
Qui;05/jan;Região II;D;3;63.502;1.048;1.307;58;2%;
Sex;06/jan;Região II;D;3;50.270;694;845;39;0%;
Sáb;07/jan;Região II;D;3;67.171;1.106;1.615;69;0%;
Dom;08/jan;Região II;D;3;93.828;1.464;1.815;85;-1%;
Seg;09/jan;Região II;D;3;127.772;2.476;2.684;139;-3%;
Ter;10/jan;Região II;D;3;55.703;1.020;1.023;46;-1%;
Qua;11/jan;Região II;D;3;53.503;754;976;69;4%;
Qui;12/jan;Região II;D;3;88.232;1.312;1.782;77;1%;
Sex;13/jan;Região II;D;3;42.711;756;904;39;1%;
Sáb;14/jan;Região II;D;3;84.812;1.207;1.563;77;-2%;
Dom;15/jan;Região II;D;3;26.211;532;564;27;9%;
Seg;16/jan;Região II;D;3;56.697;823;1.268;54;4%;
Ter;17/jan;Região II;D;3;90.533;1.020;1.547;65;4%;
Qua;18/jan;Região II;D;3;37.807;602;772;35;5%;
Qui;19/jan;Região II;D;3;38.343;563;720;35;4%;
Sex;20/jan;Região II;D;3;46.736;677;1.015;42;2%;
Sáb;21/jan;Região II;D;3;79.123;1.197;1.612;62;-13%;
Dom;22/jan;Região II;D;3;58.066;838;1.117;54;1%;
Seg;23/jan;Região II;D;3;55.804;809;1.041;42;6%;
Ter;24/jan;Região II;D;3;93.244;1.435;1.821;73;-14%;
Qua;25/jan;Região II;D;3;121.665;1.844;2.427;108;-2%;
Qui;26/jan;Região II;D;3;121.946;1.910;2.561;104;-10%;
Sex;27/jan;Região II;D;3;92.182;1.592;1.778;73;0%;
Sáb;28/jan;Região II;D;3;98.861;1.447;1.850;77;1%;
Dom;29/jan;Região II;D;3;79.328;1.105;1.355;58;0%;
Seg;30/jan;Região II;D;3;105.775;1.802;2.207;104;-7%;
Ter;31/jan;Região II;D;3;125.385;1.955;2.355;100;-4%;
Qua;01/fev;Região II;D;3;60.345;1.218;1.333;69;-10%;
Qui;02/fev;Região II;D;3;142.188;1.785;2.397;104;-6%;
Sex;03/fev;Região II;D;3;88.610;1.328;2.401;69;3%;
Sáb;04/fev;Região II;D;3;63.146;883;1.035;46;6%;
Dom;05/fev;Região II;D;3;51.771;663;974;35;14%;
Seg;06/fev;Região II;D;3;43.396;800;996;54;9%;
Ter;07/fev;Região II;D;3;49.432;1.054;1.220;54;6%;
Qua;08/fev;Região II;D;3;132.227;2.593;2.745;123;1%;
Qui;09/fev;Região II;D;3;80.753;1.137;1.510;62;4%;
Sex;10/fev;Região II;D;3;47.951;858;1.158;58;5%;
Sáb;11/fev;Região II;D;3;31.151;398;546;23;4%;
Dom;12/fev;Região II;D;3;65.085;831;1.110;46;4%;
Seg;13/fev;Região II;D;3;50.787;666;942;39;5%;
Ter;14/fev;Região II;D;3;91.591;1.460;1.863;92;3%;
Qua;15/fev;Região II;D;3;130.138;2.009;2.364;92;2%;
Qui;16/fev;Região II;D;3;58.575;1.149;1.285;58;-2%;
Sex;17/fev;Região II;D;3;75.009;1.304;1.439;65;5%;
Sáb;18/fev;Região II;D;3;65.335;925;1.686;54;-1%;
Dom;19/fev;Região II;D;3;98.786;1.406;2.099;81;5%;
Seg;20/fev;Região II;D;3;103.562;1.549;1.897;81;3%;
Ter;21/fev;Região II;D;3;55.964;1.094;1.322;62;3%;
Qua;22/fev;Região II;D;3;62.055;1.344;1.381;65;2%;
Qui;23/fev;Região II;D;3;71.648;1.166;1.374;62;1%;
Sex;24/fev;Região II;D;3;41.784;565;717;31;3%;
Sáb;25/fev;Região II;D;3;75.549;944;1.166;50;0%;
Dom;26/fev;Região II;D;3;54.599;1.012;1.213;54;3%;
Seg;27/fev;Região II;D;3;50.565;902;1.057;46;4%;
Ter;28/fev;Região II;D;3;24.675;448;527;27;1%;
Qua;01/mar;Região II;D;3;57.257;869;1.064;50;3%;
Qui;02/mar;Região II;D;3;56.821;896;1.030;42;0%;
Sex;03/mar;Região II;D;3;87.869;1.215;1.729;65;3%;
Sáb;04/mar;Região II;D;3;90.541;1.312;1.381;65;2%;
Dom;05/mar;Região II;D;3;44.632;837;989;42;0%;
Seg;06/mar;Região II;D;3;59.141;1.050;1.230;58;-1%;
Ter;07/mar;Região II;D;3;59.131;868;1.058;50;6%;
Qua;08/mar;Região II;D;3;88.325;1.261;1.569;65;5%;
Qui;09/mar;Região II;D;3;54.613;829;1.039;42;6%;
Sex;10/mar;Região II;D;3;77.442;1.156;1.535;62;7%;
Sáb;11/mar;Região II;D;3;27.127;561;536;23;4%;
Dom;12/mar;Região II;D;3;65.196;884;1.203;50;7%;
Seg;13/mar;Região II;D;3;83.785;1.184;1.355;58;7%;
Qui;05/jan;Região III;D;3;80.203;1.491;7.239;69;4%;
Sex;06/jan;Região III;D;3;63.846;1.472;4.409;77;0%;
Sáb;07/jan;Região III;D;3;72.316;1.209;5.650;69;0%;
Dom;08/jan;Região III;D;3;113.597;2.346;8.918;100;1%;
Seg;09/jan;Região III;D;3;91.797;2.173;7.445;81;-2%;
Ter;10/jan;Região III;D;3;141.972;2.954;10.544;158;-1%;
Qua;11/jan;Região III;D;3;116.342;2.302;7.534;104;-2%;
Qui;12/jan;Região III;D;3;149.861;2.910;10.245;127;1%;
Sex;13/jan;Região III;D;3;118.642;2.386;8.385;96;1%;
Sáb;14/jan;Região III;D;3;96.570;1.923;7.406;89;2%;
Dom;15/jan;Região III;D;3;92.055;1.656;6.766;81;3%;
Seg;16/jan;Região III;D;3;84.339;1.368;6.315;65;7%;
Ter;17/jan;Região III;D;3;68.524;1.208;5.087;58;6%;
Qua;18/jan;Região III;D;3;72.595;1.344;5.261;58;6%;
Qui;19/jan;Região III;D;3;87.663;1.746;7.297;81;2%;
Sex;20/jan;Região III;D;3;64.474;1.201;4.983;54;1%;
Sáb;21/jan;Região III;D;3;81.061;1.601;6.531;73;1%;
Dom;22/jan;Região III;D;3;43.828;851;3.251;39;-6%;
Seg;23/jan;Região III;D;3;22.856;646;1.821;31;-9%;
Ter;24/jan;Região III;D;3;72.327;1.182;5.370;62;-13%;
Qua;25/jan;Região III;D;3;132.019;2.789;10.656;123;-5%;
Qui;26/jan;Região III;D;3;148.010;3.104;11.068;131;-7%;
Sex;27/jan;Região III;D;3;94.995;1.840;7.560;85;0%;
Sáb;28/jan;Região III;D;3;65.208;1.414;8.804;62;-2%;
Dom;29/jan;Região III;D;3;87.168;1.651;6.556;81;-1%;
Seg;30/jan;Região III;D;3;61.213;1.239;4.731;58;-4%;
Ter;31/jan;Região III;D;3;94.081;1.916;6.991;81;-3%;
Qua;01/fev;Região III;D;3;140.669;3.080;9.930;119;-7%;
Qui;02/fev;Região III;D;3;140.656;3.034;10.760;127;-6%;
Sex;03/fev;Região III;D;3;123.126;2.758;8.069;104;-5%;
Sáb;04/fev;Região III;D;3;80.779;1.537;5.855;58;4%;
Dom;05/fev;Região III;D;3;60.420;1.316;3.394;50;5%;
Seg;06/fev;Região III;D;3;59.472;1.369;4.729;62;3%;
Ter;07/fev;Região III;D;3;76.151;1.585;5.866;65;3%;
Qua;08/fev;Região III;D;3;176.344;3.579;13.727;150;4%;
Qui;09/fev;Região III;D;3;114.157;2.434;8.698;108;4%;
Sex;10/fev;Região III;D;3;103.278;1.670;7.043;96;4%;
Sáb;11/fev;Região III;D;3;120.301;2.222;10.241;100;6%;
Dom;12/fev;Região III;D;3;97.444;1.593;6.838;69;7%;
Seg;13/fev;Região III;D;3;98.500;2.066;8.105;92;5%;
Ter;14/fev;Região III;D;3;77.950;1.727;6.859;77;3%;
Qua;15/fev;Região III;D;3;142.945;3.066;12.647;142;1%;
Qui;16/fev;Região III;D;3;151.074;2.879;11.303;139;2%;
Sex;17/fev;Região III;D;3;100.407;2.229;7.732;92;5%;
Sáb;18/fev;Região III;D;3;105.974;2.446;7.854;100;2%;
Dom;19/fev;Região III;D;3;86.419;1.962;6.478;73;2%;
Seg;20/fev;Região III;D;3;93.278;2.018;6.845;85;-1%;
Ter;21/fev;Região III;D;3;132.439;2.564;8.642;100;3%;
Qua;22/fev;Região III;D;3;92.321;2.035;7.304;85;2%;
Qui;23/fev;Região III;D;3;75.177;1.755;5.757;69;0%;
Sex;24/fev;Região III;D;3;92.073;1.867;7.156;81;1%;
Sáb;25/fev;Região III;D;3;66.146;1.197;4.240;54;4%;
Dom;26/fev;Região III;D;3;68.171;1.175;4.025;50;1%;
Seg;27/fev;Região III;D;3;85.708;1.900;5.721;73;4%;
Ter;28/fev;Região III;D;3;75.564;1.668;5.931;65;4%;
Qua;01/mar;Região III;D;3;29.915;846;2.904;35;3%;
Qui;02/mar;Região III;D;3;93.634;1.833;7.188;77;5%;
Sex;03/mar;Região III;D;3;121.477;2.383;8.081;100;-1%;
Sáb;04/mar;Região III;D;3;72.523;1.935;6.333;81;-2%;
Dom;05/mar;Região III;D;3;93.384;1.915;6.954;77;-1%;
Seg;06/mar;Região III;D;3;76.783;1.552;6.211;81;3%;
Ter;07/mar;Região III;D;3;111.303;1.894;7.416;81;5%;
Qua;08/mar;Região III;D;3;98.831;1.838;7.981;81;7%;
Qui;09/mar;Região III;D;3;60.009;1.141;4.654;50;3%;
Sex;10/mar;Região III;D;3;75.652;1.635;5.196;65;5%;
Sáb;11/mar;Região III;D;3;62.639;1.209;4.013;50;7%;
Dom;12/mar;Região III;D;3;56.309;859;4.209;42;4%;
Seg;13/mar;Região III;D;3;73.930;1.481;5.385;58;8%;
Qui;05/jan;Região IV;D;3;16.357;261;737;15;2%;
Sex;06/jan;Região IV;D;3;17.681;397;1.019;19;-1%;
Sáb;07/jan;Região IV;D;3;30.309;436;1.146;31;6%;
Dom;08/jan;Região IV;D;3;28.296;738;1.559;42;0%;
Seg;09/jan;Região IV;D;3;30.478;625;1.333;35;3%;
Ter;10/jan;Região IV;D;3;38.203;891;1.830;35;-4%;
Qua;11/jan;Região IV;D;3;41.569;968;2.088;39;0%;
Qui;12/jan;Região IV;D;3;16.270;312;1.272;15;9%;
Sex;13/jan;Região IV;D;3;25.574;623;1.379;23;2%;
Sáb;14/jan;Região IV;D;3;30.635;510;1.557;31;3%;
Dom;15/jan;Região IV;D;3;25.556;544;1.239;23;5%;
Seg;16/jan;Região IV;D;3;19.073;346;1.008;15;6%;
Ter;17/jan;Região IV;D;3;26.170;549;2.033;23;13%;
Qua;18/jan;Região IV;D;3;12.014;176;663;8;6%;
Qui;19/jan;Região IV;D;3;32.659;869;1.543;23;1%;
Sex;20/jan;Região IV;D;3;21.135;260;743;23;9%;
Sáb;21/jan;Região IV;D;3;19.205;349;1.206;27;-9%;
Dom;22/jan;Região IV;D;3;26.226;537;1.126;19;-7%;
Seg;23/jan;Região IV;D;3;12.732;401;643;19;-1%;
Ter;24/jan;Região IV;D;3;39.961;1.053;2.241;35;-8%;
Qua;25/jan;Região IV;D;3;78.001;1.747;4.465;77;-2%;
Qui;26/jan;Região IV;D;3;40.962;911;2.142;39;-2%;
Sex;27/jan;Região IV;D;3;36.540;698;1.618;31;-1%;
Sáb;28/jan;Região IV;D;3;20.881;353;876;19;-15%;
Dom;29/jan;Região IV;D;3;27.236;527;1.092;19;-8%;
Seg;30/jan;Região IV;D;3;32.753;709;1.556;27;-4%;
Ter;31/jan;Região IV;D;3;17.941;358;848;15;-5%;
Qua;01/fev;Região IV;D;3;70.965;1.202;3.815;54;-2%;
Qui;02/fev;Região IV;D;3;20.728;340;897;15;-7%;
Sex;03/fev;Região IV;D;3;52.793;686;1.957;42;-1%;
Sáb;04/fev;Região IV;D;3;43.438;606;1.636;27;8%;
Dom;05/fev;Região IV;D;3;35.959;691;1.511;31;8%;
Seg;06/fev;Região IV;D;3;20.505;431;1.091;19;8%;
Ter;07/fev;Região IV;D;3;38.647;799;1.477;35;8%;
Qua;08/fev;Região IV;D;3;49.816;932;2.252;39;7%;
Qui;09/fev;Região IV;D;3;31.630;848;1.980;39;4%;
Sex;10/fev;Região IV;D;3;20.617;637;1.328;12;12%;
Sáb;11/fev;Região IV;D;3;10.222;170;445;8;6%;
Dom;12/fev;Região IV;D;3;13.019;339;799;15;6%;
Seg;13/fev;Região IV;D;3;23.277;346;843;15;6%;
Ter;14/fev;Região IV;D;3;38.816;952;1.843;39;6%;
Qua;15/fev;Região IV;D;3;36.593;750;2.080;35;4%;
Qui;16/fev;Região IV;D;3;22.753;440;903;23;4%;
Sex;17/fev;Região IV;D;3;12.715;425;811;15;0%;
Sáb;18/fev;Região IV;D;3;20.756;425;879;15;5%;
Dom;19/fev;Região IV;D;3;12.096;255;549;12;0%;
Seg;20/fev;Região IV;D;3;38.794;737;1.587;35;0%;
Ter;21/fev;Região IV;D;3;9.556;346;785;12;6%;
Qua;22/fev;Região IV;D;3;35.666;528;1.570;23;5%;
Qui;23/fev;Região IV;D;3;26.733;595;1.552;23;-1%;
